,,Table-9: Worker's Remittance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Frequency,Monthly,,,,,,,,,,,,Monthly,,,,,,,,,,,,Monthly,,,,,,,,,,,,Monthly,,,,,,,,,,,,Monthly,,,,,,,,,,,,Monthly,,,,,,,,,,,,,
,,Time,2017,,,,,,,,,,,,2018,,,,,,,,,,,,2019,,,,,,,,,,,,2020,,,,,,,,,,,,2021,,,,,,,,,,,,2022,,,,,,,,,,,,2023,
,,,  Jan-2017,  Feb-2017,  Mar-2017,  Apr-2017,  May-2017,  Jun-2017,  Jul-2017,  Aug-2017,  Sep-2017,  Oct-2017,  Nov-2017,  Dec-2017,  Jan-2018,  Feb-2018,  Mar-2018,  Apr-2018,  May-2018,  Jun-2018,  Jul-2018,  Aug-2018,  Sep-2018,  Oct-2018,  Nov-2018,  Dec-2018,  Jan-2019,  Feb-2019,  Mar-2019,  Apr-2019,  May-2019,  Jun-2019,  Jul-2019,  Aug-2019,  Sep-2019,  Oct-2019,  Nov-2019,  Dec-2019,  Jan-2020,  Feb-2020,  Mar-2020,  Apr-2020,  May-2020,  Jun-2020,  Jul-2020,  Aug-2020,  Sep-2020,  Oct-2020,  Nov-2020,  Dec-2020,  Jan-2021,  Feb-2021,  Mar-2021,  Apr-2021,  May-2021,  Jun-2021,  Jul-2021,  Aug-2021,  Sep-2021,  Oct-2021,  Nov-2021,  Dec-2021,  Jan-2022,  Feb-2022,  Mar-2022,  Apr-2022,  May-2022,  Jun-2022,  Jul-2022,  Aug-2022,  Sep-2022,  Oct-2022,  Nov-2022,  Dec-2022,  Jan-2023,  Feb-2023
Subject,Country,Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worker's Remitances,,Tk. In Million,79604.08671,74540.60848,85705.74146,87233.75526,102029.4409,97879.34685,89944.16993,114470.4689,69179.7422,93975.28651,98704.51125,96075.66864,114274.21,95281.71,107828.92,110460.45,125485.23,115872.61,110397.58,118175.44,95446.53,103862.20,99003.50,101259.75,134069.81,110742.03,122835.44,120954.52,147702.04,115612.90,135004.81,122081.38,124798.90,139000.20,131852.40,143623.63,139102.71,123364.39,108418.29,92846.95,127815.77,155623.77,220354.19,166620.67,182409.04,178263.17,176277.15,173895.12,166369.97,150995.31,162051.10,175335.87,184103.34,164600.10,158702.35,153768.00,147183.49,140988.54,133276.39,139910.63,146510.91,128524.42,160048.36,173391.74,164369.02,169092.59,196817.82,193316.06,147209.47,147390.66,155713.16,168008.89,195669.37,157543.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Source: Statistics Department, Bangladesh Bank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
